ParkingZone,Restriction_Days,Time_Restrictions_Start,Time_Restrictions_Finish,Restriction_Display
7686,Mon-Fri,09:30:00,16:00:00,LZ30
7689,Mon-Fri,07:00:00,16:00:00,MP2P
7690,Mon-Fri,07:00:00,16:00:00,LZ30
7690,Sat-Sun,07:00:00,22:00:00,MP2P
7697,Sat-Sun,07:00:00,22:00:00,MP2P
7709,Mon-Fri,07:30:00,18:30:00,4P
7708,Sat,07:30:00,12:30:00,2P
7707,Mon-Fri,07:30:00,18:30:00,2P
7714,Mon-Fri,07:30:00,18:30:00,4P
7724,Sat,07:30:00,12:30:00,4P
7731,Mon-Fri,07:30:00,18:30:00,4P
7741,Mon-Fri,07:30:00,18:30:00,4P
7744,Mon-Fri,07:30:00,16:30:00,4P
7747,Mon-Fri,09:00:00,18:30:00,4P
7751,Mon-Fri,07:30:00,16:30:00,4P
7760,Mon-Fri,19:00:00,22:00:00,MP3P
7766,Sat,07:30:00,12:30:00,2P
7767,Mon-Fri,07:00:00,16:00:00,LZ30
7768,Mon-Fri,07:00:00,16:00:00,MP2P
7772,Mon-Fri,19:00:00,22:00:00,MP2P
7773,Mon-Fri,07:00:00,16:00:00,LZ30
7779,Sat-Sun,07:00:00,22:00:00,MP2P
7786,Mon-Fri,07:30:00,18:30:00,3P
7784,Sat,07:30:00,12:30:00,4P
7798,Mon-Fri,07:30:00,18:30:00,PP
7801,Mon-Fri,19:00:00,22:00:00,MP2P
7817,Mon-Fri,19:00:00,22:00:00,MP2P
7819,Mon-Fri,16:00:00,19:00:00,MP2P
7820,Mon-Fri,19:00:00,22:00:00,MP2P
7821,Mon-Fri,19:00:00,22:00:00,MP2P
7825,Mon-Fri,07:00:00,19:00:00,MP2P
7831,Mon-Fri,19:00:00,22:00:00,MP3P
7827,Mon-Fri,16:00:00,19:00:00,MP4P
7830,Mon-Fri,19:00:00,22:00:00,MP3P
7836,Mon-Fri,07:00:00,19:00:00,MP3P
7838,Sat-Sun,07:00:00,22:00:00,MP2P
7843,Mon-Fri,07:00:00,19:00:00,MP3P
7846,Mon-Fri,07:00:00,19:00:00,MP3P
7849,Sat-Sun,07:00:00,22:00:00,MP3P
7854,Mon-Fri,19:00:00,22:00:00,MP3P
7852,Mon-Fri,19:00:00,22:00:00,MP3P
7860,Mon-Fri,19:00:00,22:00:00,MP3P
7866,Mon-Fri,16:00:00,19:00:00,MP2P
7868,Mon-Fri,19:00:00,22:00:00,MP2P
7870,Mon-Fri,07:00:00,19:00:00,MP3P
7874,Mon-Fri,19:00:00,22:00:00,MP2P
7875,Mon-Fri,07:00:00,16:00:00,LZ30
7884,Mon-Fri,07:00:00,19:00:00,MP3P
7890,Mon-Fri,19:00:00,22:00:00,MP3P
7896,Mon-Fri,07:00:00,19:00:00,MP3P
7896,Sat-Sun,07:00:00,22:00:00,MP3P
7897,Mon-Fri,09:00:00,16:00:00,LZ30
7906,Mon-Fri,07:00:00,19:00:00,MP3P
7897,Sat-Sun,07:00:00,22:00:00,MP2P
7919,Mon-Fri,07:30:00,18:30:00,3P
7929,Mon-Fri,16:00:00,19:00:00,MP2P
7932,Mon-Fri,19:00:00,22:00:00,MP2P
7917,Sat-Sun,07:00:00,22:00:00,MP3P
7933,Mon-Fri,19:00:00,22:00:00,MP2P
7943,Sat-Sun,07:00:00,22:00:00,MP2P
7937,Sat-Sun,07:00:00,22:00:00,MP2P
7949,Mon-Fri,16:00:00,19:00:00,MP2P
7951,Mon-Fri,07:00:00,16:00:00,LZ30
7953,Sat-Sun,07:00:00,22:00:00,MP3P
7956,Sat,07:30:00,12:30:00,PP
7957,Mon-Fri,07:00:00,16:00:00,LZ30
7964,Mon-Fri,07:30:00,18:30:00,PP
7966,Mon-Fri,07:30:00,18:30:00,4P
7971,Mon-Fri,19:00:00,22:00:00,MP2P
7971,Sat-Sun,07:00:00,22:00:00,MP2P
7977,Mon-Fri,07:30:00,18:30:00,4P
7970,Sat-Sun,07:00:00,22:00:00,MP2P
7981,Sat,07:30:00,12:30:00,2P
7983,Mon-Fri,07:00:00,16:00:00,LZ30
7989,Sat-Sun,07:00:00,22:00:00,MP3P
7997,Mon-Fri,07:00:00,16:00:00,LZ30
7000,Mon-Sun,06:00:00,17:00:00,5P
7008,Mon-Fri,07:30:00,18:30:00,1P
7015,Sat,07:30:00,12:30:00,3P
7027,Mon-Fri,07:30:00,18:30:00,4P
7034,Mon-Fri,07:30:00,18:30:00,2P
7043,Mon-Fri,07:30:00,18:30:00,4P
7044,Mon-Sat,07:30:00,18:30:00,2P
7036,Sat,07:30:00,12:30:00,2P
7062,Mon-Fri,07:30:00,18:30:00,2P
7067,Mon-Fri,07:30:00,18:30:00,2P
7078,Mon-Fri,07:30:00,18:30:00,2P
7089,Mon-Fri,07:30:00,18:30:00,2P
7092,Mon-Fri,07:30:00,18:30:00,4P
7095,Sat,07:30:00,12:30:00,1P
7116,Mon-Fri,07:30:00,18:30:00,2P
7119,Mon-Fri,16:00:00,18:30:00,2P
7121,Mon-Fri,07:30:00,18:30:00,2P
7119,Sat,00:00:00,07:30:00,2P
7124,Mon-Fri,09:30:00,16:00:00,MP2P
7124,Mon-Fri,18:30:00,19:00:00,MP2P
7127,Mon-Fri,09:30:00,16:00:00,MP2P
7130,Mon-Fri,18:30:00,19:00:00,MP2P
7133,Mon-Fri,18:30:00,19:00:00,MP2P
7137,Mon-Fri,07:30:00,18:30:00,PP
7147,Mon-Fri,07:30:00,18:30:00,4P
7150,Mon-Fri,07:30:00,18:30:00,PP
7155,Mon-Fri,16:00:00,18:30:00,2P
7155,Sat,07:30:00,18:30:00,2P
7163,Mon-Sat,07:30:00,18:30:00,2P
7170,Mon-Sat,07:30:00,18:30:00,2P
7180,Mon-Sat,07:30:00,18:30:00,4P
7182,Mon-Sat,07:30:00,18:30:00,2P
7190,Sat-Sun,07:00:00,22:00:00,MP2P
7205,Mon-Sat,07:30:00,18:30:00,2P
7206,Mon-Fri,16:00:00,20:30:00,MP2P
7207,Mon-Sat,07:30:00,18:30:00,2P
7210,Mon-Fri,07:30:00,09:30:00,SP
7210,Mon-Fri,15:00:00,16:30:00,SP
7221,Mon-Sat,07:30:00,18:30:00,4P
7222,Mon-Fri,09:30:00,16:00:00,2P
7225,Mon-Fri,09:30:00,16:00:00,MP2P
7228,Mon-Fri,09:30:00,16:00:00,2P
7230,Mon-Sat,07:30:00,18:30:00,2P
7234,Mon-Fri,07:30:00,16:00:00,1P
7258,Mon-Fri,07:30:00,18:30:00,2P
7265,Mon-Fri,07:30:00,18:30:00,2P
7278,Mon-Sat,07:30:00,18:30:00,1P
7274,Mon-Fri,19:00:00,22:00:00,MP2P
7280,Mon-Sat,07:30:00,18:30:00,2P
7275,Mon-Fri,19:00:00,22:00:00,MP2P
7275,Sat-Sun,07:00:00,22:00:00,MP2P
7300,Mon-Sat,07:30:00,18:30:00,PP
7304,Sat,07:30:00,12:30:00,4P
7305,Mon-Sat,07:30:00,18:30:00,4P
7329,Sat-Sun,07:00:00,22:00:00,MP2P
7331,Mon-Fri,07:00:00,19:00:00,MP2P
7335,Mon-Fri,07:00:00,16:00:00,LZ30
7339,Mon-Fri,07:00:00,16:00:00,LZ30
7340,Mon-Fri,16:00:00,19:00:00,MP2P
7340,Mon-Fri,19:00:00,22:00:00,MP2P
7344,Mon-Fri,07:00:00,16:00:00,LZ30
7344,Mon-Fri,19:00:00,22:00:00,MP2P
7345,Mon-Fri,07:00:00,16:00:00,LZ30
7355,Mon-Fri,07:00:00,19:00:00,MP2P
7360,Mon-Fri,07:00:00,19:00:00,MP2P
7362,Mon-Fri,07:00:00,16:00:00,LZ30
7363,Sat-Sun,07:00:00,22:00:00,MP2P
7365,Sat-Sun,07:00:00,22:00:00,MP2P
7366,Mon-Fri,07:00:00,16:00:00,LZ30
7366,Sat-Sun,07:00:00,22:00:00,MP2P
7369,Mon-Fri,19:00:00,22:00:00,MP4P
7377,Mon-Fri,07:00:00,19:00:00,MP2P
7377,Mon-Fri,19:00:00,22:00:00,MP2P
7379,Sat-Sun,07:00:00,22:00:00,MP2P
7383,Mon-Fri,19:00:00,22:00:00,MP2P
7384,Mon-Fri,19:00:00,22:00:00,MP2P
7391,Mon-Sat,18:30:00,20:30:00,MP2P
7400,Sat-Sun,07:00:00,22:00:00,MP2P
7401,Mon-Fri,10:00:00,16:00:00,MP2P
7402,Sat-Sun,07:00:00,22:00:00,MP2P
7408,Mon-Fri,07:00:00,19:00:00,MP2P
7413,Mon-Fri,16:00:00,20:30:00,MP2P
7415,Mon-Fri,07:00:00,19:00:00,MP2P
7416,Mon-Fri,16:00:00,19:00:00,MP2P
7418,Sat-Sun,07:00:00,22:00:00,MP2P
7425,Mon-Fri,07:00:00,16:00:00,LZ30
7433,Mon-Fri,19:00:00,22:00:00,MP2P
7434,Mon-Fri,07:00:00,19:00:00,MP2P
7437,Mon-Fri,19:00:00,22:00:00,MP2P
7441,Sat-Sun,07:00:00,22:00:00,MP2P
7443,Mon-Sun,07:30:00,23:00:00,HP
7446,Mon-Fri,16:00:00,19:00:00,MP2P
7452,Sat-Sun,07:00:00,22:00:00,MP2P
7458,Sat-Sun,07:00:00,22:00:00,MP2P
7459,Sat-Sun,07:00:00,22:00:00,MP2P
7461,Mon-Fri,16:00:00,19:00:00,MP2P
7474,Mon-Fri,10:00:00,16:00:00,MP2P
7479,Sat-Sun,07:00:00,22:00:00,MP2P
7487,Mon-Fri,10:00:00,16:00:00,MP2P
7491,Mon-Fri,19:00:00,22:00:00,MP2P
7491,Sat-Sun,07:00:00,22:00:00,MP2P
7498,Mon-Fri,19:00:00,22:00:00,MP2P
7499,Sat-Sun,07:00:00,22:00:00,MP2P
7503,Mon-Fri,19:00:00,22:00:00,MP2P
7506,Mon-Fri,19:00:00,22:00:00,MP2P
7507,Mon-Fri,16:00:00,19:00:00,MP2P
7507,Mon-Fri,19:00:00,22:00:00,MP2P
7510,Mon-Fri,07:00:00,16:00:00,LZ30
7512,Mon-Fri,16:00:00,19:00:00,MP2P
7517,Mon-Fri,07:00:00,19:00:00,MP2P
7518,Mon-Fri,19:00:00,22:00:00,MP2P
7521,Mon-Fri,16:00:00,19:00:00,MP2P
7521,Mon-Fri,19:00:00,22:00:00,MP2P
7523,Sat,07:30:00,20:30:00,MP2P
7525,Mon-Fri,07:00:00,16:00:00,LZ30
7525,Mon-Fri,16:00:00,19:00:00,MP2P
7529,Mon-Fri,19:00:00,22:00:00,MP2P
7532,Sat-Sun,07:00:00,22:00:00,MP2P
7538,Mon-Fri,07:00:00,19:00:00,MP2P
7536,Sat-Sun,07:00:00,22:00:00,MP2P
7545,Mon-Fri,07:00:00,16:00:00,LZ30
7547,Mon-Fri,07:00:00,19:00:00,MP2P
7545,Mon-Fri,07:00:00,19:00:00,MP2P
7545,Mon-Fri,19:00:00,22:00:00,MP2P
7548,Mon-Fri,07:00:00,19:00:00,MP2P
7550,Mon-Fri,07:00:00,16:00:00,LZ30
7553,Mon-Fri,19:00:00,22:00:00,MP2P
7566,Mon-Fri,19:00:00,22:00:00,MP2P
7564,Mon-Fri,19:00:00,22:00:00,MP2P
7565,Sat-Sun,07:00:00,22:00:00,MP2P
7567,Mon-Fri,16:00:00,19:00:00,MP2P
7577,Sat-Sun,07:00:00,22:00:00,MP2P
7579,Mon-Fri,16:00:00,19:00:00,MP2P
7595,Mon-Fri,19:00:00,22:00:00,MP2P
7602,Mon-Fri,19:00:00,22:00:00,MP2P
7605,Mon-Fri,07:00:00,19:00:00,MP2P
7606,Mon-Fri,16:00:00,19:00:00,MP2P
7612,Mon-Fri,19:00:00,22:00:00,MP2P
7621,Sat-Sun,07:00:00,22:00:00,MP2P
7617,Sun,07:30:00,18:30:00,FP1P
7625,Mon-Fri,07:00:00,19:00:00,MP2P
7628,Mon-Fri,07:00:00,16:00:00,LZ30
7631,Mon-Fri,16:00:00,19:00:00,MP2P
7638,Sat-Sun,07:00:00,22:00:00,MP2P
7640,Mon-Fri,07:00:00,16:00:00,LZ30
7640,Mon-Fri,16:00:00,19:00:00,MP2P
7644,Mon-Fri,07:00:00,19:00:00,MP2P
7647,Mon-Fri,07:00:00,19:00:00,MP2P
7652,Mon-Fri,19:00:00,22:00:00,MP4P
7653,Mon-Fri,07:30:00,16:30:00,2P
7659,Mon-Fri,19:00:00,22:00:00,MP2P
7669,Sat,07:30:00,12:30:00,2P
7674,Mon-Fri,07:00:00,19:00:00,MP2P
7677,Mon-Fri,07:00:00,19:00:00,MP2P
7695,Sat-Sun,07:00:00,22:00:00,MP2P
7699,Mon-Fri,19:00:00,22:00:00,MP2P
7701,Mon-Fri,19:00:00,22:00:00,MP2P
7705,Mon-Fri,07:00:00,19:00:00,MP2P
7711,Mon-Sat,07:30:00,23:00:00,1P
7728,Mon-Fri,07:30:00,18:30:00,2P
7730,Mon-Fri,07:30:00,18:30:00,4P
7739,Mon-Fri,07:30:00,18:30:00,1P
7762,Sat-Sun,07:00:00,22:00:00,MP2P
7770,Mon-Fri,16:00:00,19:00:00,MP2P
7773,Mon-Fri,19:00:00,22:00:00,MP2P
7773,Sat-Sun,07:00:00,22:00:00,MP2P
7781,Mon-Fri,07:30:00,18:30:00,PP
7786,Sat,07:30:00,12:30:00,3P
7791,Mon-Fri,07:00:00,16:00:00,LZ30
7792,Mon-Fri,07:00:00,16:00:00,LZ30
7809,Sat,07:30:00,12:30:00,PP
7813,Mon-Fri,19:00:00,22:00:00,MP3P
7814,Mon-Fri,16:00:00,19:00:00,MP3P
7820,Mon-Fri,07:00:00,19:00:00,MP2P
7822,Mon-Fri,10:00:00,15:30:00,MP2P
7824,Mon-Fri,10:00:00,15:30:00,MP2P
7830,Mon-Fri,10:00:00,16:00:00,MP3P
7832,Mon-Fri,07:00:00,16:00:00,LZ30
7838,Mon-Fri,07:00:00,19:00:00,MP2P
7849,Mon-Fri,07:00:00,16:00:00,LZ30
7849,Mon-Fri,16:00:00,19:00:00,MP3P
7867,Sat-Sun,07:00:00,22:00:00,MP3P
7868,Sat-Sun,07:00:00,22:00:00,MP2P
7875,Mon-Fri,19:00:00,22:00:00,MP2P
7878,Mon-Fri,07:00:00,19:00:00,MP3P
7875,Sat-Sun,07:00:00,22:00:00,MP2P
7890,Mon-Fri,07:00:00,19:00:00,MP3P
7884,Mon-Fri,19:00:00,22:00:00,MP3P
7891,Mon-Fri,07:00:00,16:00:00,LZ30
7908,Mon-Fri,19:00:00,22:00:00,MP3P
7918,Mon-Fri,07:00:00,19:00:00,MP2P
7921,Mon-Fri,07:00:00,19:00:00,MP2P
7935,Mon-Fri,07:30:00,18:30:00,4P
7943,Mon-Fri,19:00:00,22:00:00,MP2P
7947,Mon-Fri,19:00:00,22:00:00,MP2P
7948,Mon-Fri,16:00:00,19:00:00,MP2P
7949,Mon-Fri,19:00:00,22:00:00,MP2P
7957,Sat-Sun,07:00:00,22:00:00,MP3P
7959,Mon-Fri,16:00:00,19:00:00,MP3P
7963,Mon-Fri,07:30:00,18:30:00,4P
7965,Sat,07:30:00,12:30:00,4P
7967,Mon-Fri,19:00:00,22:00:00,MP2P
7968,Sat-Sun,07:00:00,22:00:00,MP2P
7969,Mon-Fri,16:00:00,19:00:00,MP2P
7969,Sat-Sun,07:00:00,22:00:00,MP2P
7970,Mon-Fri,16:00:00,19:00:00,MP2P
7976,Mon-Fri,07:00:00,19:00:00,MP3P
7981,Mon-Fri,07:30:00,18:30:00,2P
7980,Mon-Fri,19:00:00,22:00:00,MP3P
7980,Sat-Sun,07:00:00,22:00:00,MP3P
7986,Mon-Fri,07:30:00,18:30:00,2P
7990,Sat-Sun,07:00:00,22:00:00,MP2P
7997,Sat-Sun,07:00:00,22:00:00,MP3P
7998,Mon-Fri,07:00:00,16:00:00,LZ30
7998,Mon-Fri,19:00:00,22:00:00,MP3P
7002,Sat,07:30:00,12:30:00,4P
7028,Mon-Fri,07:30:00,18:30:00,1P
7041,Mon-Fri,07:30:00,18:30:00,2P
7041,Sat,07:30:00,12:30:00,2P
7030,Mon-Fri,07:30:00,18:30:00,1P
7141,Mon-Fri,19:00:00,22:00:00,MP2P
7145,Mon-Fri,07:30:00,18:30:00,PP
7178,Mon-Sat,07:30:00,18:30:00,2P
7188,Mon-Sat,07:30:00,18:30:00,2P
7189,Mon-Fri,07:00:00,19:00:00,MP2P
7240,Mon-Fri,07:30:00,19:30:00,2P
7244,Mon-Fri,07:30:00,16:00:00,2P
7248,Mon-Fri,07:30:00,18:30:00,2P
7301,Mon-Sat,07:30:00,18:30:00,2P
7302,Mon-Sun,07:30:00,23:00:00,2P
7317,Sat-Sun,07:00:00,22:00:00,MP4P
7318,Mon-Fri,19:00:00,22:00:00,MP4P
7311,Sat-Sun,07:00:00,22:00:00,MP2P
7320,Mon-Fri,07:00:00,19:00:00,MP2P
7320,Mon-Fri,19:00:00,22:00:00,MP2P
7325,Mon-Fri,19:00:00,22:00:00,MP4P
7325,Sat-Sun,07:00:00,22:00:00,MP4P
7334,Mon-Fri,16:00:00,19:00:00,MP2P
7331,Sat-Sun,07:00:00,22:00:00,MP2P
7362,Mon-Fri,07:00:00,19:00:00,MP2P
7369,Mon-Fri,07:00:00,19:00:00,MP4P
7378,Mon-Fri,19:00:00,22:00:00,MP2P
7386,Mon-Sat,07:30:00,19:30:00,1P
7390,Mon-Fri,16:00:00,19:00:00,MP2P
7417,Mon-Fri,19:00:00,22:00:00,MP2P
7418,Mon-Fri,16:00:00,19:00:00,MP2P
7425,Mon-Fri,18:00:00,19:00:00,MP2P
7444,Mon-Fri,16:00:00,19:00:00,MP2P
7448,Sat,07:30:00,18:30:00,MP1P
7449,Mon-Sat,07:30:00,20:30:00,MP2P
7452,Mon-Fri,07:00:00,16:00:00,LZ30
7472,Sat-Sun,07:00:00,22:00:00,MP2P
7482,Sat-Sun,07:00:00,22:00:00,MP2P
7486,Mon-Fri,10:00:00,16:00:00,LZ30
7497,Mon-Fri,19:00:00,22:00:00,MP2P
7498,Sat-Sun,07:00:00,22:00:00,MP2P
7499,Mon-Fri,19:00:00,22:00:00,MP2P
7503,Mon-Fri,16:00:00,19:00:00,MP2P
7508,Sat-Sun,07:00:00,22:00:00,MP2P
7509,Mon-Fri,07:00:00,19:00:00,MP2P
7510,Mon-Fri,16:00:00,19:00:00,MP2P
7527,Mon-Fri,19:00:00,22:00:00,MP2P
7527,Sat-Sun,07:00:00,22:00:00,MP2P
7532,Mon-Fri,07:00:00,19:00:00,MP2P
7542,Mon-Fri,19:00:00,22:00:00,MP2P
7549,Mon-Fri,07:00:00,19:00:00,MP2P
7550,Mon-Sun,07:00:00,22:00:00,DP2P
7560,Mon-Fri,16:00:00,19:00:00,MP2P
7562,Mon-Fri,10:00:00,19:00:00,MP2P
7563,Sat-Sun,07:00:00,22:00:00,MP2P
7565,Mon-Fri,07:00:00,16:00:00,LZ30
7571,Sat-Sun,07:00:00,22:00:00,MP2P
7573,Mon-Fri,10:00:00,16:00:00,LZ30
7573,Mon-Fri,16:00:00,19:00:00,MP2P
7577,Mon-Fri,19:00:00,22:00:00,MP2P
7605,Sat-Sun,07:00:00,22:00:00,MP2P
7606,Mon-Fri,19:00:00,22:00:00,MP2P
7610,Sat-Sun,07:00:00,22:00:00,MP2P
7626,Mon-Fri,16:00:00,19:00:00,MP2P
7630,Mon-Fri,07:00:00,19:00:00,MP2P
7631,Mon-Fri,07:00:00,16:00:00,LZ30
7643,Mon-Fri,09:30:00,16:00:00,MP2P
7643,Sat-Sun,07:00:00,22:00:00,MP2P
7646,Mon-Fri,16:00:00,19:00:00,MP2P
7647,Mon-Fri,07:00:00,16:00:00,LZ30
7677,Sat-Sun,07:00:00,22:00:00,MP2P
7703,Mon-Fri,07:00:00,16:00:00,LZ30
7718,Mon-Fri,07:30:00,15:00:00,2P
7725,Mon-Fri,07:30:00,18:30:00,2P
7761,Sat,07:30:00,12:30:00,4P
7775,Mon-Fri,07:30:00,18:30:00,4P
7778,Mon-Fri,07:30:00,18:30:00,4P
7775,Sat,07:30:00,13:30:00,4P
7780,Mon-Fri,10:00:00,19:00:00,MP2P
7783,Mon-Fri,07:30:00,18:30:00,3P
7809,Mon-Fri,07:30:00,18:30:00,PP
7813,Sat-Sun,07:00:00,22:00:00,MP3P
7811,Mon-Fri,19:00:00,22:00:00,MP2P
7818,Mon-Fri,07:00:00,19:00:00,MP2P
7819,Sat-Sun,07:00:00,22:00:00,MP2P
7834,Mon-Fri,19:00:00,22:00:00,MP3P
7854,Sat-Sun,07:00:00,22:00:00,MP3P
7852,Mon-Fri,07:00:00,19:00:00,MP3P
7858,Mon-Fri,07:00:00,19:00:00,MP3P
7892,Mon-Fri,07:00:00,16:00:00,LZ30
7925,Mon-Fri,09:30:00,16:00:00,4P
7932,Mon-Fri,07:00:00,19:00:00,MP2P
7938,Mon-Fri,07:00:00,19:00:00,MP2P
7933,Sat-Sun,07:00:00,22:00:00,MP2P
7937,Mon-Fri,19:00:00,22:00:00,MP2P
7942,Mon-Fri,19:00:00,22:00:00,MP2P
7968,Mon-Fri,07:00:00,19:00:00,MP2P
7976,Sat-Sun,07:00:00,22:00:00,MP3P
7979,Mon-Fri,19:00:00,22:00:00,MP3P
7983,Mon-Fri,16:00:00,19:00:00,MP3P
7989,Mon-Fri,07:00:00,19:00:00,MP3P
7001,Mon-Fri,07:30:00,18:30:00,2P
7004,Mon-Fri,07:30:00,18:30:00,2P
7008,Sat,07:30:00,12:30:00,1P
7012,Mon-Fri,07:30:00,18:30:00,2P
7018,Sat,07:30:00,12:30:00,2P
7019,Mon-Fri,07:30:00,18:30:00,HP
7031,Mon-Fri,07:30:00,18:30:00,2P
7034,Sat,07:30:00,12:30:00,2P
7043,Sat,07:30:00,12:30:00,4P
7049,Mon-Sun,07:30:00,23:00:00,2P
7057,Sat,07:30:00,12:30:00,4P
7078,Sat,07:30:00,12:30:00,2P
7084,Mon-Fri,07:30:00,18:30:00,2P
7087,Sat,07:30:00,12:30:00,2P
7097,Sat,07:30:00,12:30:00,1P
7102,Mon-Fri,07:30:00,18:30:00,1P
7104,Mon-Fri,07:30:00,18:30:00,1P
7116,Sat,07:30:00,12:30:00,2P
7118,Mon-Fri,16:00:00,18:30:00,2P
7122,Sat,07:30:00,12:30:00,2P
7127,Mon-Fri,18:30:00,19:00:00,MP2P
7129,Sat-Sun,07:00:00,22:00:00,MP2P
7125,Sat-Sun,07:00:00,22:00:00,MP2P
7132,Mon-Fri,18:30:00,19:00:00,MP2P
7138,Mon-Fri,07:30:00,18:30:00,PP
7136,Sat-Sun,07:00:00,22:00:00,MP2P
7139,Mon-Fri,19:00:00,22:00:00,MP2P
7140,Mon-Fri,07:30:00,18:30:00,4P
7140,Sat,07:30:00,13:30:00,4P
7148,Mon-Fri,07:30:00,18:30:00,4P
7154,Sat,07:30:00,12:30:00,PP
7162,Sat-Sun,07:00:00,22:00:00,MP2P
7186,Mon-Sat,07:30:00,18:30:00,2P
7190,Mon-Fri,07:00:00,19:00:00,MP2P
7197,Mon-Sat,07:30:00,18:30:00,2P
7206,Mon-Fri,07:30:00,16:00:00,LZ30
7216,Sat-Sun,07:00:00,22:00:00,MP2P
7218,Mon-Fri,09:00:00,16:00:00,MP2P
7217,Mon-Sat,07:30:00,18:30:00,3P
7223,Mon-Fri,07:00:00,16:00:00,LZ30
7225,Mon-Fri,19:00:00,22:00:00,MP2P
7226,Mon-Fri,15:00:00,16:30:00,SP
7226,Mon-Fri,16:30:00,18:30:00,2P
7226,Sat,07:30:00,18:30:00,2P
7228,Sat,07:30:00,18:30:00,2P
7235,Sat,07:30:00,18:30:00,PP
7239,Sat,07:30:00,12:30:00,2P
7237,Sat,07:30:00,12:30:00,2P
7246,Mon-Fri,07:30:00,18:30:00,1P
7248,Sat,07:30:00,12:30:00,2P
7250,Mon-Fri,07:30:00,18:30:00,2P
7260,Mon-Fri,09:30:00,16:00:00,2P
7263,Mon-Fri,07:30:00,18:30:00,4P
7273,Mon-Fri,07:00:00,19:00:00,MP2P
7299,Mon-Fri,07:30:00,18:30:00,MP4P
7306,Mon-Fri,19:00:00,22:00:00,MP2P
7307,Mon-Fri,19:00:00,22:00:00,MP2P
7318,Mon-Fri,07:00:00,19:00:00,MP4P
7310,Sat-Sun,07:00:00,22:00:00,MP2P
7336,Sat-Sun,07:00:00,22:00:00,MP2P
7343,Mon-Fri,19:00:00,22:00:00,MP2P
7354,Mon-Fri,07:00:00,19:00:00,MP2P
7356,Mon-Fri,19:00:00,22:00:00,MP2P
7350,Sat-Sun,07:00:00,22:00:00,MP2P
7357,Mon-Fri,07:00:00,16:00:00,LZ30
7365,Mon-Fri,07:00:00,16:00:00,LZ30
7366,Mon-Fri,19:00:00,22:00:00,MP2P
7368,Mon-Fri,07:00:00,16:00:00,LZ30
7378,Sat-Sun,07:00:00,22:00:00,MP2P
7368,Sat-Sun,07:00:00,22:00:00,MP2P
7384,Sat-Sun,07:00:00,22:00:00,MP2P
7388,Sat-Sun,07:00:00,22:00:00,MP2P
7390,Mon-Fri,19:00:00,22:00:00,MP2P
7383,Sat-Sun,07:00:00,22:00:00,MP2P
7391,Mon-Sat,07:30:00,18:30:00,MP1P
7394,Mon-Sat,07:30:00,18:30:00,1P
7396,Mon-Fri,16:00:00,19:00:00,MP2P
7398,Sat-Sun,07:00:00,22:00:00,MP2P
7400,Mon-Fri,19:00:00,22:00:00,MP2P
7401,Sat-Sun,07:00:00,22:00:00,MP2P
7404,Sat-Sun,07:00:00,22:00:00,MP2P
7408,Mon-Fri,19:00:00,22:00:00,MP2P
7408,Mon-Fri,07:00:00,16:00:00,LZ30
7411,Mon-Fri,16:00:00,19:00:00,MP2P
7412,Mon-Fri,07:00:00,16:00:00,LZ30
7415,Sat-Sun,07:00:00,22:00:00,MP2P
7445,Sat-Sun,07:00:00,22:00:00,MP2P
7446,Mon-Fri,07:00:00,16:00:00,LZ30
7446,Mon-Fri,19:00:00,22:00:00,MP2P
7448,Sat,18:30:00,20:30:00,MP2P
7449,Sat,18:30:00,20:30:00,MP2P
7455,Mon-Fri,19:00:00,22:00:00,MP2P
7457,Mon-Fri,07:00:00,16:00:00,LZ30
7457,Mon-Fri,19:00:00,22:00:00,MP2P
7461,Mon-Fri,07:00:00,16:00:00,LZ30
7461,Sat-Sun,07:00:00,22:00:00,MP2P
7474,Sat-Sun,07:00:00,22:00:00,MP2P
7472,Mon-Fri,10:00:00,16:00:00,LZ30
7478,Mon-Fri,10:00:00,16:00:00,MP2P
7480,Sat-Sun,07:00:00,22:00:00,MP2P
7485,Mon-Fri,10:00:00,16:00:00,MP2P
7487,Mon-Fri,19:00:00,22:00:00,MP2P
7492,Sat-Sun,07:00:00,22:00:00,MP2P
7498,Mon-Fri,07:00:00,19:00:00,MP2P
7500,Mon-Fri,19:00:00,22:00:00,MP2P
7501,Mon-Fri,19:00:00,22:00:00,MP2P
7502,Mon-Fri,07:00:00,16:00:00,LZ30
7502,Mon-Fri,19:00:00,22:00:00,MP2P
7505,Sat-Sun,07:00:00,22:00:00,MP2P
7506,Sat-Sun,07:00:00,22:00:00,MP2P
7510,Sat-Sun,07:00:00,22:00:00,MP2P
7514,Mon-Fri,07:00:00,16:00:00,LZ30
7515,Mon-Fri,16:00:00,19:00:00,MP2P
7517,Sat-Sun,07:00:00,22:00:00,MP2P
7509,Sat-Sun,07:00:00,22:00:00,MP2P
7525,Mon-Fri,19:00:00,22:00:00,MP2P
7527,Mon-Fri,07:00:00,19:00:00,MP2P
7534,Mon-Fri,07:00:00,16:00:00,LZ30
7533,Sat-Sun,07:00:00,22:00:00,MP2P
7539,Mon-Fri,16:00:00,19:00:00,MP2P
7548,Sat-Sun,07:00:00,22:00:00,MP2P
7551,Mon-Fri,07:00:00,19:00:00,MP2P
